,Id,Gracz1,Talia1,Gracz2,Talia2,Wynik
160063,260064.0,B1,deck380067,B1,deck337123,1
160074,260075.0,B1,deck929572,B1,deck681935,1
160080,260081.0,B1,deck651132,B1,deck411629,0
160108,260109.0,B1,deck483519,B1,deck743088,0
160152,260153.0,B1,deck809243,B1,deck702239,0
160158,260159.0,B1,deck155445,B1,deck762510,0
160176,260177.0,B1,deck716913,B1,deck605555,0
160225,260226.0,B1,deck762510,B1,deck308276,1
160244,260245.0,B1,deck615660,B1,deck809243,1
160317,260318.0,B1,deck986212,B1,deck525929,0
160385,260386.0,B1,deck847742,B1,deck525929,0
160400,260401.0,B1,deck224532,B1,deck664916,0
160409,260410.0,B1,deck332728,B1,deck366025,0
160428,260429.0,B1,deck681935,B1,deck664916,0
160565,260566.0,B1,deck762510,B1,deck912030,1
160601,260602.0,B1,deck455144,B1,deck434733,0
160648,260649.0,B1,deck332728,B1,deck679959,1
160732,260733.0,B1,deck924291,B1,deck736134,1
160758,260759.0,B1,deck578264,B1,deck615660,0
160864,260865.0,B1,deck651132,B1,deck525929,1
160866,260867.0,B1,deck739870,B1,deck743088,1
160890,260891.0,B1,deck902884,B1,deck126998,0
160934,260935.0,B1,deck964828,B1,deck458651,1
160944,260945.0,B1,deck483519,B1,deck702239,1
160970,260971.0,B1,deck757429,B1,deck380059,0
161038,261039.0,B1,deck681935,B1,deck986212,1
161080,261081.0,B1,deck989685,B1,deck924291,0
161101,261102.0,B1,deck411629,B1,deck308276,1
161133,261134.0,B1,deck458651,B1,deck295052,0
161153,261154.0,B1,deck290069,B1,deck739870,1
161162,261163.0,B1,deck290069,B1,deck902884,1
161168,261169.0,B1,deck371776,B1,deck361428,1
161215,261216.0,B1,deck151327,B1,deck302164,1
161224,261225.0,B1,deck953788,B1,deck550173,1
161260,261261.0,B1,deck361428,B1,deck295052,0
161290,261291.0,B1,deck197966,B1,deck550173,1
161298,261299.0,B1,deck814743,B1,deck964828,0
161330,261331.0,B1,deck525010,B1,deck822100,0
161360,261361.0,B1,deck458651,B1,deck716913,1
161390,261391.0,B1,deck332728,B1,deck814743,0
161419,261420.0,B1,deck679959,B1,deck631867,0
161430,261431.0,B1,deck912030,B1,deck371776,1
161453,261454.0,B1,deck956742,B1,deck224532,1
161482,261483.0,B1,deck224532,B1,deck986212,0
161525,261526.0,B1,deck565877,B1,deck834253,0
161576,261577.0,B1,deck366025,B1,deck780948,0
161580,261581.0,B1,deck302164,B1,deck964828,1
161675,261676.0,B1,deck550173,B1,deck565877,0
161677,261678.0,B1,deck952629,B1,deck681935,1
161722,261723.0,B1,deck986078,B1,deck953788,0
161723,261724.0,B1,deck743088,B1,deck912030,0
161738,261739.0,B1,deck702239,B1,deck525010,0
161742,261743.0,B1,deck979479,B1,deck847742,0
161756,261757.0,B1,deck295052,B1,deck455144,0
161802,261803.0,A1,deck599712,B1,deck979479,1
161806,261807.0,A1,deck391141,B1,deck743088,0
161812,261813.0,A1,deck631867,B1,deck736134,0
161887,261888.0,A1,deck483519,B1,deck924291,0
161894,261895.0,A1,deck599712,B1,deck366025,1
161896,261897.0,A1,deck550173,B1,deck151327,1
161899,261900.0,A1,deck615660,B1,deck780948,1
161990,261991.0,A1,deck525010,B1,deck989685,1
162040,262041.0,A1,deck757429,B1,deck361428,0
162148,262149.0,A1,deck814743,B1,deck667883,1
162186,262187.0,A1,deck707709,B1,deck197966,0
162260,262261.0,A1,deck762510,B1,deck952629,1
162283,262284.0,A1,deck651132,B1,deck799024,1
162295,262296.0,A1,deck743088,B1,deck809243,0
162381,262382.0,A1,deck391141,B1,deck578264,1
162453,262454.0,A1,deck953788,B1,deck912030,1
162492,262493.0,A1,deck783787,B1,deck952629,1
162517,262518.0,A1,deck736134,B1,deck332728,1
162525,262526.0,A1,deck667883,B1,deck953788,1
162548,262549.0,A1,deck681935,B1,deck757429,0
162552,262553.0,A1,deck681935,B1,deck197966,0
162564,262565.0,A1,deck986078,B1,deck956742,0
162572,262573.0,A1,deck651132,B1,deck197966,0
162579,262580.0,A1,deck599712,B1,deck809243,0
162593,262594.0,A1,deck332728,B1,deck411629,1
162619,262620.0,A1,deck809243,B1,deck929572,1
162712,262713.0,A1,deck924291,B1,deck631867,1
162729,262730.0,A1,deck565877,B1,deck374740,0
162766,262767.0,A1,deck783787,B1,deck979479,0
162783,262784.0,A1,deck337123,B1,deck964828,0
162831,262832.0,A1,deck648089,B1,deck912030,1
162881,262882.0,A1,deck956742,B1,deck664916,1
162889,262890.0,A1,deck308276,B1,deck151327,1
162914,262915.0,A1,deck702239,B1,deck578264,0
162916,262917.0,A1,deck986078,B1,deck664916,1
162991,262992.0,A1,deck847742,B1,deck924291,0
163003,263004.0,A1,deck126998,B1,deck762510,0
163047,263048.0,A1,deck679959,B1,deck391141,1
163101,263102.0,A1,deck361428,B1,deck681935,1
163138,263139.0,A1,deck366025,B1,deck605555,1
163378,263379.0,A1,deck814743,B1,deck667883,0
163468,263469.0,A1,deck565877,B1,deck483519,1
163526,263527.0,A1,deck418344,B1,deck151327,1
163532,263533.0,A1,deck783787,B1,deck664916,0
163563,263564.0,A1,deck295052,B1,deck525010,0
163591,263592.0,A1,deck197966,B1,deck374740,1
163657,263658.0,A1,deck834253,B1,deck295052,0
163683,263684.0,A1,deck809243,B1,deck155445,1
163692,263693.0,A1,deck295052,B1,deck483519,0
163693,263694.0,A1,deck799024,B1,deck337123,1
163706,263707.0,A1,deck964828,B1,deck986078,1
163737,263738.0,A1,deck126998,B1,deck631867,0
163738,263739.0,A1,deck525010,B1,deck736134,1
163740,263741.0,A1,deck371776,B1,deck739870,1
163759,263760.0,A1,deck702239,B1,deck434733,1
163796,263797.0,A1,deck956742,B1,deck953788,1
163802,263803.0,A1,deck716913,B1,deck525010,0
163806,263807.0,A1,deck599712,B1,deck337123,0
163836,263837.0,A1,deck615660,B1,deck332728,1
163897,263898.0,A1,deck929572,B1,deck371776,0
163967,263968.0,A1,deck783787,B1,deck986078,1
163998,263999.0,A1,deck651132,B1,deck550173,0
164017,264018.0,A1,deck455144,B1,deck702239,1
164022,264023.0,A1,deck155445,B1,deck290069,1
164065,264066.0,A1,deck290069,B1,deck458651,0
164120,264121.0,A1,deck295052,B1,deck151327,0
164184,264185.0,A1,deck743088,B1,deck391141,1
164202,264203.0,A1,deck924291,B1,deck902884,1
164203,264204.0,A1,deck739870,B1,deck986078,1
164214,264215.0,A1,deck224532,B1,deck151327,1
164240,264241.0,A1,deck716913,B1,deck834253,1
164246,264247.0,A1,deck702239,B1,deck783787,0
164257,264258.0,A1,deck902884,B1,deck667883,1
164279,264280.0,A1,deck736134,B1,deck371776,1
164322,264323.0,A1,deck366025,B1,deck716913,1
164334,264335.0,A1,deck337123,B1,deck989685,1
164385,264386.0,A1,deck956742,B1,deck924291,1
164397,264398.0,A1,deck664916,B1,deck757429,1
164425,264426.0,A1,deck986078,B1,deck651132,0
164470,264471.0,A1,deck739870,B1,deck989685,0
164478,264479.0,A1,deck702239,B1,deck736134,0
164517,264518.0,A1,deck648089,B1,deck780948,0
164545,264546.0,A1,deck667883,B1,deck295052,0
164547,264548.0,A1,deck707709,B1,deck631867,0
164613,264614.0,A1,deck986078,B1,deck380059,1
164696,264697.0,A1,deck224532,B1,deck799024,0
164741,264742.0,A1,deck664916,B1,deck912030,0
164796,264797.0,A1,deck126998,B1,deck757429,1
164874,264875.0,A1,deck736134,B1,deck757429,1
164961,264962.0,A1,deck290069,B1,deck783787,0
164973,264974.0,A1,deck332728,B1,deck847742,0
164996,264997.0,A1,deck847742,B1,deck455144,1
165007,265008.0,A1,deck924291,B1,deck739870,1
165029,265030.0,A1,deck979479,B1,deck743088,1
165075,265076.0,A1,deck952629,B1,deck615660,1
165086,265087.0,A1,deck155445,B1,deck380067,1
165097,265098.0,A1,deck290069,B1,deck964828,0
165153,265154.0,A1,deck964828,B1,deck707709,0
165162,265163.0,A1,deck605555,B1,deck550173,1
165167,265168.0,A1,deck739870,B1,deck126998,0
165168,265169.0,A1,deck411629,B1,deck224532,1
165173,265174.0,A1,deck707709,B1,deck631867,1
165184,265185.0,A1,deck290069,B1,deck418344,0
165225,265226.0,A1,deck681935,B1,deck361428,0
165262,265263.0,A1,deck912030,B1,deck550173,0
165283,265284.0,A1,deck716913,B1,deck605555,0
165305,265306.0,A1,deck757429,B1,deck337123,0
165328,265329.0,A1,deck964828,B1,deck418344,1
165414,265415.0,A1,deck391141,B1,deck986078,0
165452,265453.0,A1,deck599712,B1,deck924291,0
165475,265476.0,A1,deck743088,B1,deck391141,0
165514,265515.0,A1,deck308276,B1,deck707709,0
165527,265528.0,A1,deck681935,B1,deck337123,1
165540,265541.0,A1,deck780948,B1,deck599712,0
165567,265568.0,A1,deck956742,B1,deck780948,0
165570,265571.0,A1,deck780948,B1,deck964828,0
165572,265573.0,A1,deck483519,B1,deck308276,0
165589,265590.0,A1,deck615660,B1,deck847742,1
165663,265664.0,A1,deck411629,B1,deck780948,1
165687,265688.0,A1,deck716913,B1,deck702239,1
165732,265733.0,A1,deck411629,B1,deck525010,1
165741,265742.0,A1,deck757429,B1,deck361428,0
165784,265785.0,A1,deck455144,B1,deck361428,0
165815,265816.0,A1,deck411629,B1,deck986078,0
165818,265819.0,A1,deck902884,B1,deck565877,0
165856,265857.0,A1,deck924291,B1,deck964828,1
165882,265883.0,A1,deck979479,B1,deck361428,0
165903,265904.0,A1,deck631867,B1,deck664916,0
165917,265918.0,A1,deck361428,B1,deck989685,1
165928,265929.0,A1,deck716913,B1,deck605555,0
165992,265993.0,A1,deck337123,B1,deck126998,0
166129,266130.0,A1,deck578264,B1,deck681935,1
166140,266141.0,A1,deck783787,B1,deck380067,0
166197,266198.0,A1,deck374740,B1,deck565877,0
166199,266200.0,A1,deck799024,B1,deck953788,0
166215,266216.0,A1,deck366025,B1,deck707709,1
166242,266243.0,A1,deck757429,B1,deck667883,0
166255,266256.0,A1,deck783787,B1,deck615660,1
166259,266260.0,A1,deck302164,B1,deck224532,1
166263,266264.0,A1,deck550173,B1,deck964828,0
166278,266279.0,A1,deck847742,B1,deck605555,1
166295,266296.0,A1,deck847742,B1,deck799024,0
166323,266324.0,A1,deck455144,B1,deck986212,1
166345,266346.0,A1,deck651132,B1,deck667883,0
166422,266423.0,A1,deck757429,B1,deck757429,0
166453,266454.0,A1,deck126998,B1,deck956742,1
166636,266637.0,A1,deck648089,B1,deck578264,1
166722,266723.0,A1,deck366025,B1,deck979479,1
166731,266732.0,A1,deck956742,B1,deck648089,1
166805,266806.0,A1,deck716913,B1,deck525010,0
166806,266807.0,A1,deck366025,B1,deck631867,0
166820,266821.0,A1,deck525929,B1,deck599712,1
166858,266859.0,A1,deck380067,B1,deck483519,0
166872,266873.0,A1,deck525929,B1,deck651132,0
166928,266929.0,A1,deck525010,B1,deck989685,0
167005,267006.0,A1,deck757429,B1,deck411629,0
167019,267020.0,A1,deck986078,B1,deck224532,1
167028,267029.0,A1,deck809243,B1,deck418344,0
167038,267039.0,A1,deck599712,B1,deck525929,1
167061,267062.0,A1,deck458651,B1,deck809243,0
167125,267126.0,A1,deck702239,B1,deck411629,0
167127,267128.0,A1,deck736134,B1,deck799024,0
167194,267195.0,A1,deck599712,B1,deck681935,1
167210,267211.0,A1,deck295052,B1,deck155445,0
167215,267216.0,A1,deck664916,B1,deck391141,0
167232,267233.0,A1,deck550173,B1,deck605555,1
167290,267291.0,A1,deck799024,B1,deck739870,1
167314,267315.0,A1,deck743088,B1,deck599712,1
167332,267333.0,A1,deck979479,B1,deck989685,0
167372,267373.0,A1,deck615660,B1,deck739870,1
167410,267411.0,A1,deck615660,B1,deck847742,1
167443,267444.0,A1,deck374740,B1,deck458651,1
167466,267467.0,A1,deck762510,B1,deck822100,1
167467,267468.0,A1,deck371776,B1,deck929572,1
167614,267615.0,A1,deck979479,B1,deck716913,1
167648,267649.0,A1,deck366025,B1,deck366025,1
167689,267690.0,A1,deck912030,B1,deck374740,1
167699,267700.0,A1,deck631867,B1,deck224532,1
167716,267717.0,A1,deck197966,B1,deck952629,1
167726,267727.0,A1,deck648089,B1,deck126998,0
167762,267763.0,A1,deck783787,B1,deck799024,0
167765,267766.0,A1,deck822100,B1,deck483519,1
167788,267789.0,A1,deck332728,B1,deck126998,1
167859,267860.0,A1,deck565877,B1,deck847742,1
167923,267924.0,A1,deck525929,B1,deck565877,1
167925,267926.0,A1,deck295052,B1,deck380067,0
167986,267987.0,A1,deck822100,B1,deck615660,0
168035,268036.0,A1,deck716913,B1,deck956742,0
168122,268123.0,A1,deck912030,B1,deck458651,1
168129,268130.0,A1,deck651132,B1,deck964828,0
168217,268218.0,A1,deck337123,B1,deck332728,1
168231,268232.0,A1,deck716913,B1,deck290069,1
168292,268293.0,A1,deck783787,B1,deck924291,0
168327,268328.0,A1,deck989685,B1,deck912030,1
168333,268334.0,A1,deck374740,B1,deck615660,1
168446,268447.0,A1,deck411629,B1,deck615660,1
168520,268521.0,A1,deck929572,B1,deck290069,0
168529,268530.0,A1,deck989685,B1,deck757429,1
168594,268595.0,A1,deck525929,B1,deck337123,1
168595,268596.0,A1,deck847742,B1,deck739870,1
168604,268605.0,A1,deck337123,B1,deck762510,1
168745,268746.0,A1,deck847742,B1,deck952629,0
168755,268756.0,A1,deck736134,B1,deck780948,1
168758,268759.0,A1,deck651132,B1,deck952629,1
168766,268767.0,A1,deck912030,B1,deck366025,0
168785,268786.0,A1,deck979479,B1,deck989685,1
168817,268818.0,A1,deck924291,B1,deck455144,1
168834,268835.0,A1,deck651132,B1,deck929572,1
168836,268837.0,A1,deck418344,B1,deck332728,0
168865,268866.0,A1,deck302164,B1,deck605555,0
168875,268876.0,A1,deck799024,B1,deck952629,1
168881,268882.0,A1,deck155445,B1,deck550173,1
168954,268955.0,A1,deck964828,B1,deck757429,1
169000,269001.0,A1,deck631867,B1,deck814743,1
169181,269182.0,A1,deck739870,B1,deck155445,0
169203,269204.0,A1,deck989685,B1,deck834253,0
169206,269207.0,A1,deck762510,B1,deck434733,1
169233,269234.0,A1,deck822100,B1,deck736134,1
169348,269349.0,A1,deck525929,B1,deck615660,0
169376,269377.0,A1,deck929572,B1,deck371776,0
169422,269423.0,A1,deck912030,B1,deck366025,0
169513,269514.0,A1,deck308276,B1,deck308276,1
169519,269520.0,A1,deck681935,B1,deck834253,0
169563,269564.0,A1,deck290069,B1,deck736134,1
169565,269566.0,A1,deck953788,B1,deck902884,1
169647,269648.0,A1,deck667883,B1,deck126998,1
169661,269662.0,A1,deck578264,B1,deck295052,0
169774,269775.0,A1,deck912030,B1,deck374740,0
169805,269806.0,A1,deck956742,B1,deck707709,1
169858,269859.0,A1,deck799024,B1,deck380059,0
169951,269952.0,A1,deck391141,B1,deck953788,1
170015,270016.0,A1,deck550173,B1,deck361428,0
170105,270106.0,A1,deck290069,B1,deck525929,1
170147,270148.0,A1,deck834253,B1,deck822100,0
170154,270155.0,A1,deck953788,B1,deck929572,1
170232,270233.0,A1,deck664916,B1,deck126998,0
170245,270246.0,A1,deck664916,B1,deck126998,0
170455,270456.0,A1,deck380067,B1,deck197966,1
170538,270539.0,A1,deck809243,B1,deck780948,0
170605,270606.0,A1,deck953788,B1,deck155445,0
170618,270619.0,A1,deck799024,B1,deck455144,0
170633,270634.0,A1,deck834253,B1,deck631867,0
170672,270673.0,A1,deck822100,B1,deck550173,1
170753,270754.0,A1,deck550173,B1,deck679959,0
170755,270756.0,A1,deck290069,B1,deck667883,0
170773,270774.0,A1,deck605555,B1,deck151327,0
170835,270836.0,A1,deck155445,B1,deck525010,1
170875,270876.0,A1,deck308276,B1,deck822100,0
170931,270932.0,A1,deck434733,B1,deck615660,1
170957,270958.0,A1,deck434733,B1,deck615660,0
170973,270974.0,A1,deck126998,B1,deck155445,0
171039,271040.0,A1,deck366025,B1,deck847742,1
171043,271044.0,A1,deck224532,B1,deck332728,1
171115,271116.0,A1,deck956742,B1,deck302164,0
171125,271126.0,A1,deck126998,B1,deck924291,0
171129,271130.0,A1,deck716913,B1,deck308276,1
171180,271181.0,A1,deck525010,B1,deck151327,0
171181,271182.0,A1,deck902884,B1,deck391141,1
171195,271196.0,A1,deck780948,B1,deck743088,0
171213,271214.0,A1,deck295052,B1,deck224532,0
171224,271225.0,A1,deck605555,B1,deck664916,1
171233,271234.0,A1,deck434733,B1,deck380067,0
171295,271296.0,A1,deck822100,B1,deck707709,1
171345,271346.0,A1,deck525929,B1,deck912030,1
171401,271402.0,A1,deck912030,B1,deck290069,0
171413,271414.0,A1,deck371776,B1,deck924291,0
171435,271436.0,A1,deck681935,B1,deck434733,0
171487,271488.0,A1,deck964828,B1,deck924291,0
171505,271506.0,A1,deck151327,B1,deck483519,0
171539,271540.0,A1,deck648089,B1,deck366025,0
171607,271608.0,A1,deck483519,B1,deck822100,1
171653,271654.0,A1,deck924291,B1,deck953788,1
171667,271668.0,A1,deck374740,B1,deck155445,1
171689,271690.0,A1,deck483519,B1,deck302164,0
171690,271691.0,A1,deck418344,B1,deck483519,0
171714,271715.0,A1,deck605555,B1,deck964828,1
171784,271785.0,A1,deck716913,B1,deck525010,1
171835,271836.0,A1,deck702239,B1,deck989685,1
171843,271844.0,A1,deck743088,B1,deck302164,1
171936,271937.0,A1,deck814743,B1,deck912030,0
171993,271994.0,A1,deck964828,B1,deck822100,0
171998,271999.0,A1,deck361428,B1,deck295052,1
172000,272001.0,A1,deck847742,B1,deck565877,1
172042,272043.0,A1,deck929572,B1,deck290069,1
172220,272221.0,A1,deck664916,B1,deck151327,1
172229,272230.0,A1,deck648089,B1,deck371776,0
172253,272254.0,A1,deck964828,B1,deck989685,0
172270,272271.0,A1,deck599712,B1,deck702239,1
172276,272277.0,A1,deck126998,B1,deck197966,0
172286,272287.0,A1,deck953788,B1,deck956742,0
172328,272329.0,A1,deck783787,B1,deck126998,1
172340,272341.0,A1,deck986212,B1,deck605555,1
172385,272386.0,A1,deck631867,B1,deck834253,1
172410,272411.0,A1,deck550173,B1,deck924291,1
172434,272435.0,A1,deck366025,B1,deck814743,0
172448,272449.0,A1,deck308276,B1,deck924291,0
172451,272452.0,A1,deck458651,B1,deck565877,1
172469,272470.0,A1,deck302164,B1,deck366025,1
172473,272474.0,A1,deck757429,B1,deck902884,0
172508,272509.0,A1,deck361428,B1,deck151327,0
172537,272538.0,A1,deck483519,B1,deck799024,0
172550,272551.0,A1,deck458651,B1,deck455144,1
172570,272571.0,A1,deck964828,B1,deck664916,1
172584,272585.0,A1,deck361428,B1,deck986078,1
172599,272600.0,A1,deck224532,B1,deck525010,1
172618,272619.0,A1,deck565877,B1,deck739870,1
172693,272694.0,A1,deck956742,B1,deck952629,1
172716,272717.0,A1,deck702239,B1,deck290069,0
172786,272787.0,A1,deck847742,B1,deck929572,1
172794,272795.0,A1,deck834253,B1,deck667883,1
172862,272863.0,A1,deck986212,B1,deck814743,0
172881,272882.0,A1,deck380067,B1,deck912030,1
172892,272893.0,A1,deck197966,B1,deck757429,1
173036,273037.0,A1,deck964828,B1,deck380059,1
173142,273143.0,A1,deck599712,B1,deck615660,1
173183,273184.0,A1,deck702239,B1,deck953788,1
173218,273219.0,A1,deck664916,B1,deck822100,0
173230,273231.0,A1,deck762510,B1,deck780948,0
173274,273275.0,A1,deck679959,B1,deck986078,1
173281,273282.0,A1,deck197966,B1,deck391141,1
173341,273342.0,A1,deck809243,B1,deck847742,1
173350,273351.0,A1,deck822100,B1,deck302164,1
173373,273374.0,A1,deck834253,B1,deck783787,1
173422,273423.0,A1,deck822100,B1,deck822100,0
173431,273432.0,A1,deck716913,B1,deck458651,0
173437,273438.0,A1,deck757429,B1,deck667883,0
173493,273494.0,A1,deck525010,B1,deck151327,1
173534,273535.0,A1,deck681935,B1,deck302164,1
173554,273555.0,A1,deck702239,B1,deck380059,1
173568,273569.0,A1,deck736134,B1,deck912030,1
173575,273576.0,A1,deck814743,B1,deck924291,0
173665,273666.0,A1,deck648089,B1,deck739870,0
173710,273711.0,A1,deck799024,B1,deck757429,1
173725,273726.0,A1,deck809243,B1,deck308276,0
173776,273777.0,A1,deck679959,B1,deck989685,0
173815,273816.0,A1,deck366025,B1,deck762510,1
173855,273856.0,A1,deck912030,B1,deck578264,1
173878,273879.0,A1,deck578264,B1,deck979479,1
173910,273911.0,A1,deck924291,B1,deck151327,1
173945,273946.0,A1,deck565877,B1,deck458651,1
173974,273975.0,A1,deck707709,B1,deck989685,0
174013,274014.0,A1,deck834253,B1,deck458651,0
174026,274027.0,A1,deck434733,B1,deck155445,1
174049,274050.0,A1,deck956742,B1,deck371776,1
174142,274143.0,A1,deck483519,B1,deck702239,0
174191,274192.0,A1,deck834253,B1,deck371776,0
174220,274221.0,A1,deck374740,B1,deck302164,1
174256,274257.0,A1,deck651132,B1,deck366025,1
174395,274396.0,A1,deck380059,B1,deck483519,1
174405,274406.0,A1,deck565877,B1,deck290069,1
174408,274409.0,A1,deck956742,B1,deck929572,0
174418,274419.0,A1,deck956742,B1,deck952629,0
174482,274483.0,A1,deck302164,B1,deck757429,0
174504,274505.0,A1,deck599712,B1,deck631867,0
174507,274508.0,A1,deck302164,B1,deck648089,0
174686,274687.0,A1,deck953788,B1,deck834253,1
174692,274693.0,A1,deck762510,B1,deck380059,1
174696,274697.0,A1,deck986212,B1,deck151327,0
174700,274701.0,A1,deck371776,B1,deck834253,0
174758,274759.0,A1,deck651132,B1,deck525929,1
174823,274824.0,A1,deck953788,B1,deck986212,1
174824,274825.0,A1,deck924291,B1,deck964828,1
174873,274874.0,A1,deck380059,B1,deck979479,1
174889,274890.0,A1,deck308276,B1,deck565877,0
174934,274935.0,A1,deck847742,B1,deck578264,0
174939,274940.0,A1,deck374740,B1,deck780948,0
175023,275024.0,A1,deck902884,B1,deck681935,1
175024,275025.0,A1,deck989685,B1,deck743088,1
175035,275036.0,A1,deck702239,B1,deck702239,0
175078,275079.0,A1,deck952629,B1,deck391141,0
175088,275089.0,A1,deck953788,B1,deck361428,1
175096,275097.0,A1,deck565877,B1,deck418344,0
175104,275105.0,A1,deck912030,B1,deck702239,0
175109,275110.0,A1,deck525929,B1,deck702239,0
175142,275143.0,A1,deck337123,B1,deck979479,1
175179,275180.0,A1,deck550173,B1,deck929572,0
175192,275193.0,A1,deck565877,B1,deck578264,1
175197,275198.0,A1,deck550173,B1,deck155445,0
175227,275228.0,A1,deck615660,B1,deck667883,0
175232,275233.0,A1,deck155445,B1,deck979479,0
175287,275288.0,A1,deck902884,B1,deck929572,0
175307,275308.0,A1,deck332728,B1,deck953788,1
175366,275367.0,A1,deck739870,B1,deck799024,0
175450,275451.0,A1,deck924291,B1,deck308276,1
175564,275565.0,A1,deck757429,B1,deck290069,1
175612,275613.0,A1,deck224532,B1,deck615660,0
175660,275661.0,A1,deck664916,B1,deck648089,1
175723,275724.0,A1,deck681935,B1,deck902884,0
175769,275770.0,A1,deck380067,B1,deck366025,0
175811,275812.0,A1,deck295052,B1,deck380067,1
175821,275822.0,A1,deck664916,B1,deck361428,1
175872,275873.0,A1,deck290069,B1,deck956742,0
175878,275879.0,A1,deck736134,B1,deck924291,0
175929,275930.0,A1,deck605555,B1,deck155445,0
175933,275934.0,A1,deck757429,B1,deck702239,1
175977,275978.0,A1,deck952629,B1,deck956742,0
175978,275979.0,A1,deck418344,B1,deck302164,0
175981,275982.0,A1,deck809243,B1,deck953788,0
175988,275989.0,A1,deck834253,B1,deck986212,1
176008,276009.0,A1,deck924291,B1,deck780948,1
176010,276011.0,A1,deck667883,B1,deck716913,0
176065,276066.0,A1,deck743088,B1,deck197966,0
176067,276068.0,A1,deck707709,B1,deck702239,1
176083,276084.0,A1,deck681935,B1,deck308276,1
176109,276110.0,A1,deck295052,B1,deck912030,1
176134,276135.0,A1,deck615660,B1,deck739870,1
176150,276151.0,A1,deck809243,B1,deck847742,1
176185,276186.0,A1,deck809243,B1,deck565877,0
176264,276265.0,A1,deck716913,B1,deck799024,0
176328,276329.0,A1,deck757429,B1,deck525929,0
176351,276352.0,A1,deck648089,B1,deck380067,1
176436,276437.0,A1,deck371776,B1,deck295052,0
176445,276446.0,A1,deck814743,B1,deck302164,0
176480,276481.0,A1,deck380067,B1,deck707709,1
176499,276500.0,A1,deck151327,B1,deck834253,1
176559,276560.0,A1,deck952629,B1,deck366025,0
176569,276570.0,A1,deck681935,B1,deck565877,1
176577,276578.0,A1,deck707709,B1,deck374740,1
176586,276587.0,A1,deck952629,B1,deck929572,0
176687,276688.0,A1,deck679959,B1,deck418344,0
176735,276736.0,A1,deck455144,B1,deck707709,1
176776,276777.0,A1,deck578264,B1,deck371776,0
176845,276846.0,A1,deck126998,B1,deck707709,1
176852,276853.0,A1,deck739870,B1,deck986212,0
176914,276915.0,A1,deck308276,B1,deck822100,1
176945,276946.0,A1,deck648089,B1,deck952629,0
176950,276951.0,A1,deck371776,B1,deck155445,1
176976,276977.0,A1,deck371776,B1,deck599712,1
176993,276994.0,A1,deck302164,B1,deck814743,0
177074,277075.0,A1,deck458651,B1,deck565877,0
177088,277089.0,A1,deck814743,B1,deck743088,1
177091,277092.0,A1,deck371776,B1,deck716913,0
177110,277111.0,A1,deck952629,B1,deck631867,0
177127,277128.0,A1,deck615660,B1,deck615660,0
177149,277150.0,A1,deck780948,B1,deck809243,1
177160,277161.0,A1,deck126998,B1,deck411629,0
177164,277165.0,A1,deck434733,B1,deck780948,0
177276,277277.0,A1,deck197966,B1,deck912030,1
177281,277282.0,A1,deck337123,B1,deck648089,0
177294,277295.0,A1,deck483519,B1,deck902884,1
177323,277324.0,A1,deck337123,B1,deck337123,1
177384,277385.0,A1,deck458651,B1,deck126998,1
177398,277399.0,A1,deck809243,B1,deck391141,0
177450,277451.0,A1,deck664916,B1,deck295052,1
177451,277452.0,A1,deck780948,B1,deck667883,0
177472,277473.0,A1,deck953788,B1,deck952629,0
177502,277503.0,A1,deck679959,B1,deck716913,0
177567,277568.0,A1,deck664916,B1,deck565877,0
177582,277583.0,A1,deck953788,B1,deck912030,0
177623,277624.0,A1,deck337123,B1,deck578264,1
177637,277638.0,A1,deck290069,B1,deck822100,0
177687,277688.0,A1,deck565877,B1,deck834253,1
177701,277702.0,A1,deck525010,B1,deck578264,1
177736,277737.0,A1,deck224532,B1,deck290069,1
177768,277769.0,A1,deck953788,B1,deck902884,1
177858,277859.0,A1,deck707709,B1,deck924291,0
177898,277899.0,A1,deck743088,B1,deck151327,1
177948,277949.0,A1,deck924291,B1,deck979479,1
177957,277958.0,A1,deck599712,B1,deck550173,1
177977,277978.0,A1,deck716913,B1,deck780948,1
177982,277983.0,A1,deck458651,B1,deck929572,1
178000,278001.0,A1,deck418344,B1,deck151327,1
178080,278081.0,A1,deck847742,B1,deck743088,1
178086,278087.0,A1,deck702239,B1,deck525929,0
178095,278096.0,A1,deck434733,B1,deck702239,1
178098,278099.0,A1,deck599712,B1,deck679959,0
178105,278106.0,A1,deck979479,B1,deck371776,1
178113,278114.0,A1,deck197966,B1,deck912030,1
178196,278197.0,A1,deck374740,B1,deck814743,1
178205,278206.0,A1,deck411629,B1,deck929572,0
178226,278227.0,A1,deck151327,B1,deck814743,1
178230,278231.0,A1,deck605555,B1,deck783787,0
178240,278241.0,A1,deck366025,B1,deck651132,1
178274,278275.0,A1,deck332728,B1,deck458651,0
178317,278318.0,A1,deck809243,B1,deck411629,0
178355,278356.0,A1,deck411629,B1,deck929572,0
178375,278376.0,A1,deck902884,B1,deck458651,1
178449,278450.0,A1,deck716913,B1,deck736134,1
178493,278494.0,A1,deck290069,B1,deck308276,0
178579,278580.0,A1,deck780948,B1,deck366025,1
178622,278623.0,A1,deck847742,B1,deck799024,0
178676,278677.0,A1,deck525010,B1,deck679959,1
178692,278693.0,A1,deck290069,B1,deck525010,1
